Developer,Occurrence Count
GBD,1
GB1226 Game,1
GB09,1
GB Patch Games,6
GArrow,1
GATO STUDIO,4
GAROU,1
GARAKUTA NOISE,1
GAOFENG,1
GANG DAN,1
"GANBARION Co., Ltd.",1
GAMING_RIKISHI,1
GAMING RIKISHI,1
GAMINATE,1
GAMES FOR HUMANS,2
"GAMES BY TILER, LLC",1
GAMEPULSE 游戏脉冲,2
GAMELAB,2
GAMEDIA,1
GAME PRESSURE STUDIO LTD,1
GAME NA KIBUN,1
GAME JUICE STUDIOS,2
GAME Guys Studios,1
GAME Games,1
GAME FREAK inc.,3
GAME FLOAT,1
"GAME ARTS, Sickhead Games, LLC",1
"GAME ARTS Co., Ltd., Sickhead Games, LLC",1
"GAME ARTS Co., Ltd.",1
GAMABILIS,1
GAM Studio,1
GALBRO INC.,1
GAL Ramírez,1
"GAGEX Co., Ltd.",1
GAGA,2
GABARTS Digital,1
G5game,1
G5 Software,3
G2PLHAS,1
G2CREW,1
G2 Games,1
"G11 S.A., Soroka Games",1
G11 S.A.,2
G1 Playground,4
G.rev Ltd.,2
G.Reed,2
G. Schmitt,1
"G. John Turnbull, Brayden Gonneau",1
G. A. Williams,4
G-type,1
G-Tech Atolye,1
"G-Play Studio, girardlulu",1
G-OLD,1
G-MODE,5
"G-G-Games, G. Gambrel",1
G-DEVS.com,4
G-Blood,1
"G+工程团, 橘子班",1
"G CHOICE, Monkey Craft",1
G Boson Interactive,1
G Bear Productions,1
Fürst,6
Félicien Brochu,1
Fábio Fontes,1
Fz Labs,1
FyreWulff Software,1
Fyn Games,2
FuzzyCube,2
Fuzzy Wuzzy Games Inc.,1
Fuzzy Sock Studios,1
Fuzzy Pixel Game Studio,2
Fuzzy Marshmello,1
Fuzzy Ghost,3
Fuzzy Code Studio LLC,2
Fuzzy Bear Studios,1
Fuzzy Antler Games,1
Fuzz Force,2
Fuzion Labs LLC,1
Fuzhou Chen,1
Fuz Games,2
Fuyu Games AB,3
Futuruum VR,1
Futurtech,4
Futuretown,4
Futuresalt Entertainment Ltd,1
Futuremark,1
Futureantics Pty Ltd,1
FutureVisionsGames,2
FutureCake,1
Future Trash,1
"Future Tech Lab Co.,Ltd.",1
"Future Reality Softworks, Pastasfuture, Modus Interactive, Neurobew, Viktor Kraus",1
Future Proof Games,1
Future Proof,1
Future Minimalism,1
Future Lighthouse,2
Future Immersive,1
"Future Games, Unknown Identity",1
"Future Development Program Kft., Tahi-Tóth Balázs (alias Itharen)",1
Future Cat Labas,1
Future Cat LLC,1
FuturLab,1
Futuclass,1
"Futo, LLC",1
"Futique, Inc.",1
FussyCraft,2
Fussy Dog,1
FusionPlay,2
Fusion.Robot & Co,1
Fusion Studios,1
Fusion Labz Corp.,1
Fusion Interactive,1
Fusion Iconic,1
Fusion Digital,1
Fusion Creators Studio,1
Fuse.fun,1
Furzam Asim,1
Furyion Games,1
Furyface,1
Fury Studios,1
Fury Strike Team,1
Fury Software,7
Fury Games Pty Ltd,2
Fury Games Production,12
Fury Games,1
Further Beyond Studios,1
Fursin,1
Furry Dreams Lab,4
Furoshiki Lab.,3
Furnace Games,1
Furiously Inactive Games,1
Furious Production LTD,1
Furious Dogs,1
Furious AS,1
Furion Studios,1
FurGoldGames,4
Fur Dev Team,1
FuocoFatuo,1
Funystone Inc.,1
Funwave Inc.,1
Funverse Games,1
Funventure P.S.A,1
Funtyx,1
Funture Games,1
Funtraum Games,1
Funtomata,2
Funtime,1
Funspot Games,1
Funsolve LTD,1
Funsoft,1
"Funselektor Labs Inc., FlippFly",1
Funselektor Labs Inc.,1
Funs Studios,1
Funomena,2
Funnypack,3
Funnylocks Corp,1
FunnyNetWork,1
FunnyKids,1
Funny game studio,1
Funny as Hell,1
Funny Twins,9
Funny Syntax Software,1
"Funny Shoe Bird, Lemon Boy, Corn",1
Funny Games,5
Funny Face Games,1
Funny Bit Games,1
Funneractic,1
"FunnerSoft, LLC",2
Funnel Inc.,1
FunmenGames,1
"Funly, LLC",1
Funkyzeit Games,1
Funky Logic Studios,1
Funky Forest,1
Funky Dango,1
Funky Can Creative,1
Funkuisu,1
Funktronic Labs,6
Funkmasonry Industries,1
Funk Fizz,1
Fungi In The Basement,1
Funghisoft,2
Fungameco Ltd,1
Funforge,1
Funderground Games,2
Funday Games,2
Fundamental Studios,1
Funcraft Games,3
Funcom,9
Funatics Software,2
Funatic Illuminations,1
FunYoo Games,1
FunStone,1
FunSoft Games,1
FunRefined,1
FunPlus International AG,1
FunLab骆驼,1
FunGivers,1
FunGi,1
FunFunGamelab,1
FunFant,2
FunArouGames,2
Fun Square Games,1
Fun Sponge Games,1
Fun Rainbow,1
Fun Punch Games,1
Fun Infused Games,10
Fun Guy Apps,1
Fun Game Studio,1
Fun Freighter Games LLC.,1
Fun Flavor Games,1
Fun Enters The Chat,1
Fun Bits,1
Fun Asylum Studio,1
Fummy,1
Fuming Fun Studios,1
Fuming,2
Fumi Games,1
Fumeblast Studios,1
Fulqrum Publishing,13
Fulqrum Games,1
Fully Involved Game Studios,1
"Fully Illustrated, Darkwind Media",1
Fully Bugged,2
FullmetalDeveloper,1
Fullmetal Developer,3
Fullbrik Games,1
Fullbright,1
Fullbeans Studio,1
Full_Row,1
"Full and All Gaming, Ashlieh Wolfie",1
"Full and All Games, Ashlieh Wolfie",1
Full Trek Media,1
Full Screen Sorcery,1
Full Screen Games,1
Full Orbit Games LLC,1
Full Metal Jacket Games,1
Full Control,1
Fuliorta,1
"Fulcrum Games, Hydroflame, over 250 github contributors",1
Fulby Technologies,2
Fula Fisken,1
FukuroDo,1
FujiCubeSoft,1
Fugitive Games,1
"Fugazo, Inc.",1
Fugazo,1
Fugalengram,1
Fueled By Rockets,1
"Fubenalvo, SXtheOne",1
Fubenalvo,2
Fsix Games,1
Frymore,3
Frying Jelly,2
Frycandle,1
Frutgames,2
"Fruktovij, rAsk",1
Fruity Systems,1
"Fruits of Yggdrasil, Sean Lally Architecture Sarl",1
Fruits of Yggdrasil Studio,3
Fruit Salad Torture,1
Fruit Postal Service,1
Frudelsoft,1
Frozenmerk Games,1
Frozengem Studio,1
Frozenbyte,12
FrozenPepper S.R.L,1
FrozenMiniGames,1
FrozenMelter,2
"FrozenCrate, LLC",2
Frozen Way,2
Frozen Rose,2
Frozen Pizza Studios,1
Frozen Pixel,1
Frozen Phoenix,1
Frozen Orb,1
Frozen Line,1
Frozen Lemon Games,1
Frozen Lake Games,1
Frozen Flame Interactive,1
Frozen Dungeon,2
Frozen District,3
Frozen Bullet Games,1
Frozen Arrow Entertainment,1
Frozax Games,2
Frowny Face Games,1
Frostzone Entertainment,1
Frosty Pop,3
Frosty Games Studios,1
Frostwood Interactive,3
Frostwater Media,1
Frostward Games,1
Frosttale Studios,1
Froströk Media,1
Frostnoble,1
Frostlind Games,1
Frostknight Games,1
Frostglade,1
Frostforged Games,1
Frostflake Studios,1
Frosted Wings Studio,5
"Frosted Window, Marcel Oyuela-Bonzani",1
Frosted Fears Game Studios,2
Frosted Fears,1
Frosted Brain,1
Frostcloud Studios,1
Frostbullet,1
Frostbox,1
FrostbiteGames,1
Frostbane Studios,1
FrostPeek Studio,1
FrostHold Development,1
Frost Mouse Studios LLC.,1
Frost Mind,1
Frost Lab Studios,1
Frost Giant Studios,1
Frost Earth Studio,2
Frost Dog Studio,1
Frooxius,1
"Frontwing, 枕",1
Frontwing,28
Frontseat Studio,1
Frontline: Games Series,6
Frontline Grunt,1
"Frontier, Aspyr (Mac)",1
Frontier Works Inc.,1
"Frontier Developments, Aspyr (Mac)",2
"Frontier Developments, Asobo Studio",2
Frontier Developments,8
"Frontier Aja, CFK Co., Ltd.",2
Frontier,1
Frontalschaden_Games,1
Front Room Arcade,1
Front North,1
Frompy Games,2
FromSouthGames,1
"FromSoftware, Inc.",1
"FromSoftware, Inc",2
FromSoftware Inc.,2
FromSoftware,1
FromNiki,1
"FromLefcourt, thatgregperkins",1
FromLefcourt,1
From0,1
From the end Games,1
From the Future LLC,1
From The Bard,2
From Nothing Game Studios,2
From Chris,2
From Beneath Software,1
Frolic Labs,1
Frogwares,16
Frogteam Games,1
Frogsong Studios,2
Frogshark,1
Frogmouth,2
Frogmind,1
Frogman,1
Froggy Frog Games,1
Frogdice,3
Frogames SL,1
Frogames,5
FrogVille Games,2
FrogParty,1
FrogInThePot,1
Frog the Door Games,1
Frog Vibes,1
Frog Tree,1
Frog Paw Studios,1
Frog Invasion Games,1
Frog Factory,1
Frog Cult,1
"Froach Club, Poppy Works",1
Frizzank,1
Frix Studios,1
Frivolous Business,1
Frister Games,1
Frisson Games,1
Frisky Fatal Games,1
Frinu,1
Frinky,2
Fringe Realities,1
Fring Frang Games,1
"Frima Studio Inc., Groupe PVP Inc.",1
Frima Studio,5
Frima,1
"Friendship is Fun, LLC",2
Friendpatine,1
"Friendly Pixel, Inc.",1
Friendly Llama,1
Friendly Fox,24
Friendly Fish Games LLC,1
Friendly Fire Studios,2
Friendly Demon Dev,1
Friendly Cactus,1
Friend Factory,1
Friend & Foe Games,1
Friend & Fairy,2
Friedemann,1
Friedegg Game Studio,1
FriedGPU,1
Fried Octopus,1
FridolinSlehacka,1
Friday Night Software,2
Frictional Games,6
"Fresqo, Riverwolf, Djinghis",1
FreshlyBakedGames,1
Freshly Baked Games,1
Freshfield Studios,1
FreshWindSoftware,1
FreshMountainStudios,1
"FreshGem, Zillion Whales",1
Fresh3D,1
Fresh wind games,1
Fresh Red Minsche Experimental,1
Fresh Bread Games,1
FrenzyZoneGameworkshop,1
Frenzy,1
"Frentwick Indie, Jacob Francis",1
Frenetic Gaming,1
French Crime,1
Freie Programme Hohenstein,1
FreezyCat,3
FreezeNova,19
FreezeLance AB,1
Freeze Tag,3
Freeze  Tag,2
Freeway Interactive,1
FreetimeStudio,2
Freethrow,1
Freetale,1
"FreestyleFootball3.com, Nosetu, Nosetu Inc Games",1
Freestewdios,1
Freesphere,1
Freeminds,1
Freemergency,1
Freeline Games GmbH,1
FreelancerStudios,1
Freejam,3
Freehold Games,2
Freegashtantae Games,1
Freegamer,2
Freedomize Studio,3
Freedom Software,2
Freedom Games,1
Freedom Factory,2
Freedintale Studio,1
Freebird Games,4
FreeWorld Developments,1
FreeTimeDevelopment,1
"FreeMind S.A., PixelTrapps",1
FreeMind S.A.,12
FreeMenFreeTime,1
"FreeAnimals_Software, Dnovel",5
FreeAnimals_Software,12
Free Time Dev,3
Free Radical Design,1
Free Lives,6
Free Land Studios,1
Free Initiative Games,3
"Free Goos Games, Frederick Marecos",1
"Free Games Info, hyperboreanGames",1
Free Games,1
Free D Art Games,1
Free Candy Games,1
Free,1
Fredrik Kristian Jensen,1
Fredrik Hernqvist,1
Fredrik,1
Fredrick Conception,1
Frederik W,1
"Frederik List, Aaron Miles",1
Frederik Holst,6
Frederik Handberg,1
FrederickVB,1
Frederick VB,1
"Freddy Guerra, Kevin Fagundez",1
Freddie Lorenz,1
Fredaikis AB,4
Fred Wood,5
Fred Sauer,1
"Fred Grant Studios, Fred Grant",1
Fred Ells,1
Fred Da Dead Productions,1
Freaky Games,1
Freaky Creations,1
Freaks United,1
Freakinware Studios,2
Freakinware Limited,1
Freakinware Games,1
Freaking Games,1
FreakZone Games,6
FraxelGames,1
Fratboy Entertainment,1
Fraser.T,1
Fraser Hislop,1
Fraoula,1
François LACROIX-DURANT,1
FranzDev,1
Frans Järvi,1
Frans Haeck,1
Franky Multimedia Studio,1
"Franklin Burnett, Ronald Burnett",1
Frankenstein Studio,1
Frank Mier,1
Frank Lucas,1
Frank J Sudol,1
"Frank Gallinsky, Yuri Bechthold",2
Frank Carpenter,1
Frank Bondietti III,1
Francolins studio,1
Francolins Studio,1
Francois Roussel,1
Francois Braud (Volatile Dove),1
Franco Hernandez,1
FranciscoGames,1
Francisco González Mejía,1
Francis Vace,2
"Francis Tseng, Son La Pham, Drew Pendergrass, Troy Vettese",1
Francis Malka,1
Franchi Games,1
Francesco Napoli,1
Francesco Mistri (BallMan),1
Francesco Fioravanti,1
Framing Inc.,1
Framestore VR Studio,1
Framelinenetwork,1
Frameland Games,1
Framefield GmbH,1
Frameblade,2
Framebar Studio,1
FrameLineNetwork,3
Frame VR,1
Frame Interactive,1
Frame,1
Frambosa,1
Fragment Production Ltd.,1
Fragment Production Ltd,1
Fragile Software,1
Fragile Continuum,1
FragOut,1
Frag Pulse Ltd,1
Frag Lab LLC,1
Frag Games,1
Fraculation LLC,1
Fractured Rogue Studios LLC,1
Fractalis,1
Fractal Projects,7
Fractal Phase,2
Fractal Mind,1
Fractal Interactive,2
"Fractal Games, kamasu.jp",1
"Fractal Fall, Gammera Nest",1
Fractal Entertainment,1
Fractal Dimension Games,1
Fractal Brocolis,1
"Fractal Box, Moving Player",1
Fractal Blue Entertainment,1
Fractal Alligator,1
Fraccas,1
Frabjous Studios,1
Foxydudestudios,1
FoxydudeStudios,1
FoxyStudios,1
Foxy Voxel,1
Foxy Boxy Games,2
Foxwarrior Productions,1
Foxrito Studios,1
Foxoft,1
Foxless Box,1
Foxie Ventures,1
Foxie Games,2
Foxi,1
Foxglove Games,1
Foxdrift Studios,2
Foxdog Farms,1
Fox_Sebby,3
FoxSox Games,3
FoxPixStudio,1
FoxForceGames,1
Fox3D Entertainment,1
Fox's Sake Studio,1
Fox and Eagle,1
Fox Flower Games,1
Fox Dive Studio,1
Fox Dawn,1
Fox Byte Games,1
Fowl Play Studios,1
Fowl Machinations,2
Fowers Games,2
FourthPixel,1
Fourteen,1
Foursaken Media,1
"Fourplenty, Thomas Eleveld",1
Fouriersoft,1
Fourfold Games,2
Fourexo Entertainment,1
FourbitFriday,1
Fourattic,1
FourTeenGames,1
FourT,1
FourFour Studios,1
"Four5Six Pixel, Huey Games",2
Four Winged Studio,4
Four Quarters,2
Four Pixels Games,1
Four Pixels,1
Four Mans Games L.L.C.,1
Four Lights,1
Four Fats,2
Four Eyes Productions,2
Four Circle Interactive,3
Fountain Game Studio,1
FoumartGames,1
Foulball Hangover,2
Foster Games,1
Fossilized Games,1
Fossil Games,3
Fossil,1
"FossettGaming, Breeze Interactive",1
FossettGaming,3
Fosfatina Ediciones,1
Forza Games,1
ForwardVector,1
Forward Instinct,1
"Forward Development, Ltd.",2
Forust,1
Fortysixth Studio,1
Fortyate,1
FortyWorks,1
Forty Sheeps,1
Forty Avenue games,1
Fortgs,1
Fortcullis Games,7
Forsythia Productions,1
Forsend,1
Forrest Powell,1
Forrest Krueger,1
Forrest Keel,1
Fornixa Games,1
Formslingers,1
"Formirai Co., Ltd.",2
Former Sun,1
Format lib: /s,1
"Formal Sheep, LLC",1
Forked Tail Studio,1
Fork Particle Games,1
Foriero s.r.o.,1
ForgottenLectures,1
ForgottenDream,1
Forgotten Workshop,1
Forgotten Key,1
Forgotten Games,1
"Forgotten Empires, Tantalus Media, Wicked Witch, World's Edge",1
"Forgotten Empires, Tantalus",1
Forgotten Code,1
Forgime,1
Forgebyte Studio,2
Forge Universe Blacksmith Labs Ltd.,1
Forge Tek Studios,2
Forge Reply srl,2
Forge Reply,1
"Forge Father Games, Inc.",1
ForeverFuture Games,1
"Forever Young Games, Andrea Hochstein",1
Forever Young Games,6
Forever Years,1
"Forever Rain Studios, LLC",1
Forever Entertainment S. A.,16
Forestlight Games,10
Forester Games,1
ForestWare,1
Forest Games,1
ForepawSoft,1
"Forensic Squid, Valerie Grindinger, Wubs Games",1
Foremost Games,1
Forelone,1
Foreignvr,1
ForeVR Games Inc,3
ForeShine,1
Fordesoft,4
"Fordays Co.,Ltd.",1
Forcequitapplicatons,1
Forceight,5
"Forced March Games, Electric Games",1
"Force Of Habit, Clockwork Cuckoo",1
Force Of Habit,1
Forbidden Studios,1
Forbidden Realm Simulations,1
Forbidden Pleasure,1
Forbidden Knowledge,1
Forbidden Folds,1
ForRest,1
ForReal Game Studios,1
ForLeaves,1
ForFun Game Studio,1
For7s,1
For/War Games,1
For Kids,36
For Fun Labs,1
For Fun Games,1
For All To Play,2
Footprints Games,1
"Foot in the Box, LLC",1
"Foolish Mortals Games, Michael Long",3
Fool's Theory,1
Fool's Gold,1
FooNnProject,1
Fontainebleau,1
Fono Labs,1
Foncheti,1
Fon Danyrotsky,1
FomoonSoft,1
Follow the Feathers,1
Follow The Fun,30
"Folkvang Studios, Inc",1
Foldergeist Studios,1
Fold Up Studios,1
FoibGames,1
Fogtown Games,1
Fogrim Studio,1
Foggybus,1
Foggy Box Games,2
Fogbound,2
Focus on Fun Games,1
Focus Entertainment,2
Focus Code LTD,1
FockaGames,1
Fobia,1
FobTi interactive,10
FoamPunch,1
Foam Sword,1
FoVR Interactive,1
FoV,4
FoG Games,1
Fnife Games,1
Fm45,1
Flávio Miyamaru,1
Flyover Zone,1
Flyover Games,1
Flynn's Arcade,3
Flyleaf Studios SL,1
"Flyken, The_Ateam_199",1
FlyingFantasy Team,1
Flying. Stone. Production,2
"Flying potato bread, Wixl",1
Flying color bear,1
Flying Wild Hog,7
Flying Whale,3
Flying Star Games,2
Flying Squirrel Entertainment,1
Flying Robot Studios,3
Flying Realms,1
Flying Penguin Productions,2
Flying Panjandrum / ふらいんぐパンジャンドラム,2
"Flying Oak Games, E-Studio",1
Flying Oak Games,2
Flying Mollusk,1
Flying Mantis Games,1
Flying Koi,1
Flying Kiwi,1
Flying Islands Team,7
Flying Helmet Games,1
Flying General Games LLC,1
"Flying Fridge Games, Vincent Hellberg",1
"Flying Fire, LLC",2
Flying Escape Kick Studios,1
Flying Chappal Studios Inc.,1
Flying Carpets Games,2
Flying Cafe for Semianimals,1
Flying Butter Games,1
Flying Butter,2
Flying Beast Labs,1
FlyinDogs,2
Flybridge Studio,1
FlyStar,1
FlyInside Inc.,1
FlyAnvil,2
Fly Troll Studio,1
Fly System,1
Fly Studio,1
Fly Penguin inc.,1
Fly High Games,1
Fly Dream Dev,3
Fly & Wing Studio,3
Fluxscopic Ltd.,1
Fluxean,2
Flux-Soul,4
Flux Games Inc.,1
Flux Games,3
Flux,1
Fluttering Abyss,2
Flute Games,1
Flurry Game Studios,1
Fluppr,1
Fluppisoft,1
Flump Studios,5
Fluminus,1
Fluik Entertainment Inc,1
Fluid Control Games,1
Flugames,1
Fluffy Menace,1
Fluffy Kitten Studios,1
Fluffy Fennec Studio,1
Fluffy Duck,2
Fluffy Cats,1
Fluffy Bunny Studios,1
Fluffy Brain,1
Fluffy Bisons,1
Fluffex Studios,2
"Floyd Kerr, Cayden Park",1
Floyd Game Studio,1
Flox Studios,4
Flowmasters,1
Flowing Dreams,1
FlowersFX,1
Flower Shadow Game,1
Flower Black,1
Flow ehf,1
Flow Studio,1
Flow Fire Games,3
Flow Combine,1
Flow,1
Flotsky,1
Florian van Strien,2
Florian Wolf,1
Florian Voss,1
"Florian Veltman, Baptiste Portefaix, ARTE France",1
Florian Reneau,1
Florian Lackner,1
"Florian Himsl, Rhys510",1
Florian,1
FloriProductions,1
Florent Vieillescazes,1
Florent Peres,1
Florent Goumot-Labesse,1
"Florent Espanet, Léa Espanet",1
Florent BOCQUELET,1
Florastamine,1
"Floppy Electronic Services Ltd., Rainbird Softwatre",1
Floppy Club,1
Floorium,1
Floor59Games,1
Floor Chicken,4
Floofs,1
"FloodLabs, Stilk",1
Flood City Games,1
Flomgus Games,2
FlodLab,1
Floaty Orange,1
Floatonic Studio,1
Floating Point Interactive,1
Floating Origin Interactive,1
Floating Island Studios,1
Floating Island Games,1
Float Gallery,1
Float Between The Molecules,1
Floares Mihai,1
"Flo Knödl, Johannes Fischer, Michael Hütter, Christoph Müller, Simon Eberl, Thomas Kern, Lukas Schönwiese",1
Flix Interactive,1
Flipstar,1
Flippfly LLC,4
Flipline Studios,1
Fliper Games,1
FlipSwitch Games,2
Flip Rhythm,1
Flip It,2
Flip Alive Games,1
Flint Okoye,1
Flint Games,2
Flimmersoft,2
Flightyfelon Games Inc.,2
Flightless,3
Flight Systems LLC,1
"Flight School Studio, MWM Interactive",1
Flight School Studio,4
"Flight 115, LLC",1
Flicona_Studio,1
Flicksync,1
Flick Mania Games,1
"Flgaming, Fareed Bhagwansingh",1
"Flgaming, Fareed",1
Flgaming,3
Flexing Skel Studio,1
FlexileStudio,1
Flex Inc.,1
Fletcher's Games,1
Fletcher St-Germain,1
Fletcher Poole,1
Fleon Games,4
Flenx,1
Flem100,1
Fleetyard Studios,1
Fledermaus,1
Flazm,1
Flawless Fun Co.,1
Flawed Designs,1
Flavourworks,2
Flavo Studios,1
Flavien Collet,1
Flatworld,1
Flatline,1
Flatfish Games,1
Flatbox Studios,1
"FlatRedBall, LLC, Narfox LLC",1
FlatRedBall,1
FlatPonies,1
Flat Voxel,4
Flat Tail Studios AB,1
Flat Parrot,1
Flat Hill Games,1
Flat Head Studio,1
"Flat Earth Games, Epiphany Games",1
Flat Earth Games,1
Flat Cat Games,9
Flashynurav,2
Flashrush Games,1
Flashpoint Studios,1
"Flashpoint Productions, Nightdive Studios",1
"Flashfire Studios, Infinity XR",1
Flashbulb,3
Flashblack Games,1
"Flashback Games, The Lordz Games Studio",3
Flashback Games,1
"FlashPoint Games, LLC",1
Flash Phase Studios,1
Flaregames,2
Flare Nee,1
Flare Game Studio,1
FlappyU,1
FlapStar,1
FlapBox Studios,2
Flannel Bear Games,1
Flanker43,1
Flan Falacci,1
Flaming Torch Games,1
Flaming Pumpkin Ltd,1
"Flaming Llama Games, Gammera Nest",1
Flaming Fowl Studios,1
"Flaming Bat Studios, Bareware Studios",1
Flaming Bat Studios,1
Flaming Arrow Games,1
"FlameofChange, Nemerod (support)",1
Flamebait Games,4
"Flame-Dragons, Dmitriy Belonovskiy",1
Flame Spirit Software Studio,1
"Flamboyant Entertainment, Byte Mind, Lucky Game and Entertainment",1
Flambergames,1
Flam Productions,1
Flakes Dev,2
FlairBot Games,1
FlagmanJeremy,10
Fkjaha,1
FjonGames,1
Fizzy Vortex Games,1
Fizzure Entertainment,1
Fizzostia,2
Fixpoint Productions Ltd.,1
Fixpoint Productions,1
Fixer Games,1
Fixed-point Studios,1
FivexGames,2
Fivesyounger Development,3
Fivemid Studio,1
Fiveamp,3
FiveVolt Games,1
FiveTwo Games,1
FiveStarGames,1
Five-BN,1
Five star apps,1
Five entertainment,1
Five Studios Interactive,1
Five Percents,5
"Five Mind Creations, Sourcenity",2
Five Mind Creations,1
Five Finger Studios,1
Five Cyclops,1
Five Cubed,1
Five BN,5
Five Archers Games,2
Fivang,1
Fittest Fire LLC,1
Fitbie,1
FitXR,1
Fists Of Destiny Games,1
Fistful of Frags Team,1
Fistfang,2
Fist software,1
Fist Production,1
Fission Ogre,1
Fiskyfisko,1
Fisholith,1
Fishlabs Entertainment GmbH,1
Fishing Planet LLC,2
Fishing Cactus,7
Fishhead Games,2
"Fisher Wagg, Simon Wagg, Aaron Taylor",1
Fisheep Studio,1
Fishean Studio LLC,1
Fishcow Studio,2
Fishagon LLC,1
"FishSoft, LLC",1
Fish Tank Studio,1
Fish Pond Studio,1
Fish Phenomenon,1
Fish Chen,1
Fish Chain Games,3
Fischmell,1
Firstborn Games,1
FirstSeed,1
FirstForever Studios,1
First Watch Games,1
First Violin Games,1
First Time Games,1
First Step Cinematics,1
First Place Games,1
First Horizon Games,1
First Heuristic Games,1
First Games Interactive,8
First Game Studio,1
First Contact Entertainment,1
First Coffee,2
First Bite Games,1
Firi Games,1
Fireworks Garland,1
Firewhirlgames,1
Firestorm Entertainment,2
Firestarter Games,1
Firesprite Ltd,1
Firesplash Entertainment,1
Fireside Entertainment,1
Fireside Enterainment,1
Fireshade Studios,1
Firescale Studios,1
Fireround,1
Fireroot Studios,1
Firepunchd Games UG,1
Fireproof Games,6
Fireplace Games,1
Firenja,1
Firemint,1
Fireline Games,2
"Firelight Studios, Bleeding Leprechaun Studios",1
Firekeepers,1
Firejam Games,1
Firehawk Media,1
Fireglow,3
Firefolk,1
Firefly Software,1
Firedanger Studio,1
Firedance Games,1
FiredBy s.r.o.,1
"Firecast Studio, Fableware Narrative Design",1
Firebunny Games,2
Firebug Games,4
Firebrush Studios,1
Firebrand Games Ltd.,1
Firebrand Games,1
Fireblade Software,1
Firebird,1
Firebelley,2
Firebase Industries Ltd.,1
Fireball Studios,1
Fireart Games,2
FireYside,1
FireVector LLC,1
FireVector,2
FireTail,1
FireRing Studio,1
FirePillar2,3
FireGecko,1
"FireFly Studios, Firaxis Games",1
FireFly Studios,13
FireFly,2
FireFlux Inc.,1
FireFlare Games,1
FireCastle Studios,1
FireBolt Studios,1
Fire Totem Games,1
Fire Tap Games,1
Fire Sword Studios,2
Fire Raven Studios,1
Fire Leaf Studio,1
"Fire Hose Games, Manekoware",1
Fire Hose Games,3
Fire Horse Studio,1
Fire Game Studios,2
Fire Frost Studio,1
Fire Face Corporation,2
Fire Dragon Studios,1
Fire Dev Studio,1
Fire Biscuit Games,1
"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)",1
"Firaxis Games, Feral Interactive (Mac)",1
"Firaxis Games, Feral Interactive (Linux)",1
"Firaxis Games, Aspyr (Mac), Aspyr (Linux)",3
Firaxis Games,10
"Firas Belhedi, Moemen Belleh Hafsi",1
Fira Soft,1
Fionn Keeley,1
Fionn Hodgson,1
FiolaSoft Studio,2
Fintan Devenney,1
Finsrud Games,1
Finnchen123,1
"Finn Stüven, Felix Haffke",1
Finn Sinclair,1
Finn Lichtenberg,1
"Finji, Kittehface Software",1
Finji,1
Finite Shift,1
Finite Reflection Studios,4
Finite Games,1
Finish Line Games,2
Finifugal Games,1
Fingertip Games UK,1
Fingers Crossed Games,1
Fingerlab,1
FingerTipsAndCompany,1
Finger tip,1
Finger Squad,1
Finger Gun Games,1
Fineam Neo Studio,1
Fine China Games,1
Finch Bird Studio,1
Finale Games,1
Finalboss game studio,1
FinalBoss Games,3
Final Strike Games,1
Final Screw Free,1
Final Screw,2
Final Scene dev,1
Final Game Studio,3
Final Gambit LLC,1
Final Form Games,2
Final Boss Entertainment,2
Final Boss Editing's Games,1
Fin Deevy,1
Fimpossible Creations,2
Filthy Peasants,1
Filthy Peasant Games,1
Filotimo Innovations LLC,1
FillGoodGames,1
Filipsouthstargamestudio,1
Filippo Grosso,1
Filippo Donelli,1
Filippo Ceffa,1
"Filipinjo, bostjang",1
Filipe F. Thomaz,1
Filip Zemljak,1
Filip Lehocky,1
Filip Kostin,1
Filip Hracek,1
Filip Eriksson,1
"Filip Dusek, Empty Keys",1
Filip Buzov,1
Filip Budd,2
Filios Christou,1
Filimundus,1
Filet Group,1
Filament Games,1
Filament Classic,2
Fika Productions,1
Fiinrii,1
"Figurehead Studios, CRASS Studios",1
Figtree Digital,1
Fighting Games,1
Fighting Chance Games,1
"Fighter Base Publishing, Inc.",1
"Figburn, Melon",1
FigaroGameStudios,2
Fifty North Studios,1
Fifth Vertex,1
Fifth One,1
Fifth Harbour Studios,1
Fifth Edge Studios,5
Fifth Dimension Company,2
Fifth Column Games,2
Fifteen Feet,1
Fiery Squirrel,2
Fiery Bytes,1
Fierce Kaiju Ltd,1
Fierce Fun,1
Fiendish Fiction,4
Fiend Studios,1
Fielstoria,1
Fieldfare Studios,1
FieldODD,1
Field of View CE,1
Field Tested,1
Field Of Vision,1
Field Magic,1
Field Game Studio,1
FidgetBear Games,1
Fiddlyware,1
Fiddlesticks Games,1
"Fiddlepoke Games, Weenie Walker Games",1
FictumLudos,1
"Fictiorama Studios, BadLand Games Publishing S.L.",1
Fictiorama Studios,3
Fiction Factory Games,3
Fickle Sickle,2
Fibrum Limited,2
FiberTales,1
Fibeer,1
Fialho's,1
Feyra Online,1
Fey Fire Games,1
Fewprime,1
Fewjix,8
Fevolution Innovation Inc.,2
Feverdream Softworks,1
Fever Pitch Studios,1
Fever Game Studios,1
Fever Dream Gameworks,2
Feudant Interactive Inc.,1
